timestamp,session_id,frame_id,gesture,handedness,confidence,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
2026-07-10T13:42:15.746104+00:00,20260710T134211Z-60af6476,502,pointing,Left,0.982413,0.29275250,0.96956861,0.00000046,0.34880352,0.93644142,-0.02980740,0.39406496,0.89042795,-0.04309614,0.41624549,0.83763325,-0.05452925,0.43277189,0.78533715,-0.06476504,0.36705992,0.76595134,-0.01187935,0.38904878,0.69100994,-0.02774847,0.39984867,0.64478564,-0.04455702,0.40937993,0.59944981,-0.05754138,0.33236066,0.75283724,-0.01096843,0.34328777,0.67039800,-0.02418609,0.35030776,0.61601663,-0.04089006,0.35774353,0.56672871,-0.05433953,0.29794115,0.75995290,-0.01463417,0.30345857,0.68301606,-0.02894155,0.31114811,0.63268632,-0.04161319,0.32005703,0.58604175,-0.05096325,0.26299697,0.78203619,-0.02162724,0.26363337,0.71830529,-0.03630543,0.26725382,0.67448395,-0.04400347,0.27336049,0.63091111,-0.04897777
2026-07-10T13:42:16.021774+00:00,20260710T134211Z-60af6476,506,pointing,Left,0.987913,0.29550490,0.96689701,0.00000046,0.35080504,0.92920291,-0.02481106,0.39449498,0.87783885,-0.03470861,0.41767541,0.82573700,-0.04414025,0.42861432,0.77465582,-0.05259981,0.36815101,0.76192981,-0.00948750,0.38461593,0.68255824,-0.02612902,0.39253920,0.63330865,-0.04204478,0.40210527,0.59062827,-0.05349696,0.33545381,0.75397557,-0.00979054,0.34497422,0.67377001,-0.02484620,0.35259816,0.62210953,-0.04191726,0.36386415,0.58511269,-0.05506858,0.30180010,0.76525068,-0.01417881,0.30159593,0.69529164,-0.03163218,0.30994919,0.66791868,-0.04497768,0.32310951,0.65695202,-0.05346552,0.26595533,0.78914756,-0.02141808,0.26331389,0.73891163,-0.03843391,0.26969954,0.71556222,-0.04738095,0.28115070,0.70388401,-0.05232723
2026-07-10T13:42:16.221544+00:00,20260710T134211Z-60af6476,509,pointing,Left,0.986328,0.30348098,0.96561211,0.00000004,0.35167864,0.93525141,-0.01906896,0.39125741,0.87657362,-0.03075248,0.40931427,0.81980050,-0.04420793,0.38548207,0.78583521,-0.05763976,0.36991429,0.76184869,-0.01111532,0.38446769,0.67885298,-0.03050471,0.39262217,0.62620085,-0.04224193,0.39716852,0.58055431,-0.05026023,0.33595654,0.76268560,-0.01611669,0.34966379,0.71289241,-0.05297545,0.35606626,0.78126097,-0.06207631,0.35517523,0.83318120,-0.05793503,0.30104610,0.77750164,-0.02356007,0.31690863,0.74436611,-0.05979122,0.32721755,0.80932981,-0.05323836,0.32692644,0.85298669,-0.03787158,0.26559529,0.80276752,-0.03267979,0.28440142,0.77416098,-0.05629698,0.29855701,0.81910586,-0.04859656,0.30012986,0.85383236,-0.03590414
2026-07-10T13:42:16.422866+00:00,20260710T134211Z-60af6476,512,pointing,Left,0.984739,0.29941213,0.97207022,0.00000003,0.34747595,0.93989825,-0.01926696,0.38822547,0.88195151,-0.03462726,0.40180871,0.82419181,-0.05215761,0.36950353,0.80180109,-0.06995360,0.36563295,0.76750505,-0.01835141,0.38108110,0.67970401,-0.04279660,0.38983268,0.62403911,-0.05696344,0.39337897,0.57554156,-0.06639022,0.32860562,0.76864707,-0.02524933,0.35303017,0.73446649,-0.06883979,0.35390568,0.81536072,-0.07706995,0.34607282,0.86130184,-0.07092655,0.29297417,0.78311294,-0.03438362,0.31763613,0.76378357,-0.07638497,0.32262006,0.83856899,-0.06568225,0.31788597,0.87607157,-0.04621867,0.25753447,0.80737269,-0.04512886,0.28160876,0.78988510,-0.06972685,0.29154935,0.84092832,-0.05731651,0.28993726,0.86911070,-0.04085986
2026-07-10T13:42:16.950525+00:00,20260710T134211Z-60af6476,520,pointing,Left,0.990346,0.30874208,0.97465438,0.00000002,0.35833189,0.94282568,-0.01881438,0.40184256,0.89238530,-0.03741274,0.41738442,0.83766228,-0.05884004,0.38537529,0.82145554,-0.08021592,0.37783247,0.76513493,-0.02199924,0.39487824,0.68597192,-0.04823198,0.40528595,0.62961674,-0.06219766,0.41141605,0.58233434,-0.07118477,0.33686221,0.76077300,-0.02986132,0.36859068,0.75572783,-0.07314633,0.36700287,0.83826590,-0.07967721,0.35706615,0.87752986,-0.07270815,0.30034360,0.77498716,-0.03977128,0.33269107,0.78644985,-0.08046034,0.33536986,0.85948646,-0.06946330,0.32847857,0.89083260,-0.05043782,0.26735556,0.80069113,-0.05162921,0.29699594,0.81264234,-0.07405225,0.30470452,0.85935962,-0.06273448,0.29965213,0.87701046,-0.04735855
2026-07-10T13:42:17.152797+00:00,20260710T134211Z-60af6476,523,pointing,Left,0.989502,0.31932515,0.97692531,0.00000002,0.36920002,0.94856292,-0.01848269,0.41441298,0.90077245,-0.03770939,0.43220994,0.84879243,-0.05968690,0.40171954,0.83585465,-0.08152048,0.39215204,0.77040178,-0.02448304,0.41054803,0.69531554,-0.05052692,0.42317408,0.64285266,-0.06466106,0.43126523,0.59705627,-0.07440566,0.35072753,0.76232326,-0.03298441,0.38073850,0.77041280,-0.07287330,0.37891468,0.84687424,-0.07939572,0.36872387,0.87633520,-0.07456941,0.31463557,0.77644104,-0.04336689,0.34823647,0.80297726,-0.08111918,0.34948984,0.87016523,-0.07205108,0.34129497,0.89173114,-0.05639569,0.28336245,0.80297512,-0.05587645,0.31557024,0.83043849,-0.07727326,0.32235116,0.87516165,-0.06846746,0.31732380,0.88687533,-0.05595426
2026-07-10T13:42:17.414438+00:00,20260710T134211Z-60af6476,527,pointing,Left,0.991790,0.30145711,0.97406828,0.00000003,0.34993276,0.94376272,-0.01972614,0.39495781,0.89422685,-0.03767017,0.40363148,0.84484059,-0.05736116,0.37355423,0.83411914,-0.07718967,0.36542311,0.76435989,-0.02598337,0.37528455,0.68344963,-0.04962182,0.38210565,0.63054937,-0.06327286,0.38690758,0.58598155,-0.07269983,0.32375401,0.76052260,-0.03238117,0.35092226,0.77023584,-0.07005886,0.35235387,0.84459871,-0.07725208,0.34483054,0.88108015,-0.07374416,0.28708813,0.77922523,-0.04048468,0.31776667,0.80204892,-0.07531188,0.32358718,0.86441207,-0.06724317,0.31956756,0.89117587,-0.05338804,0.25314158,0.80965835,-0.05073142,0.28188401,0.82938802,-0.07066236,0.29429522,0.87269545,-0.06168711,0.29486585,0.89043522,-0.04947176
2026-07-10T13:42:17.622676+00:00,20260710T134211Z-60af6476,530,pointing,Left,0.989286,0.29025853,0.99291265,-0.00000004,0.33916727,0.96121794,-0.02050774,0.37956312,0.90881580,-0.03662592,0.38729411,0.86016732,-0.05428221,0.35399845,0.84895349,-0.07233074,0.34770447,0.78497702,-0.02634927,0.35735872,0.70536995,-0.05128661,0.36111984,0.65016145,-0.06694491,0.36379978,0.60242504,-0.07781281,0.30545592,0.78070128,-0.03115396,0.32798180,0.79021955,-0.07087910,0.33263871,0.86360180,-0.08005659,0.33078793,0.90851188,-0.07760266,0.26669320,0.80001867,-0.03768376,0.28988016,0.82069063,-0.07367399,0.29877952,0.88507003,-0.06597229,0.29998180,0.92115062,-0.05156805,0.23167536,0.83063126,-0.04644103,0.25327039,0.84352583,-0.06720897,0.26593724,0.88761520,-0.05855674,0.26847523,0.91182750,-0.04610384
2026-07-10T13:42:17.820273+00:00,20260710T134211Z-60af6476,533,pointing,Left,0.986792,0.31298563,1.00642657,0.00000004,0.36199331,0.97769058,-0.02189073,0.40547726,0.92852485,-0.04014267,0.42017767,0.88035524,-0.06014571,0.39215091,0.87369996,-0.08030796,0.37772691,0.79709512,-0.02633923,0.39249465,0.72491413,-0.05213936,0.40310684,0.67413074,-0.06829064,0.41278362,0.63108486,-0.07918753,0.33527589,0.78912187,-0.03163156,0.36276898,0.80707324,-0.07237691,0.36641464,0.88133115,-0.08190486,0.36345467,0.92545629,-0.07900281,0.29612976,0.80643004,-0.03903298,0.32570484,0.83873707,-0.07547376,0.33294186,0.90385062,-0.06871082,0.33317745,0.93943959,-0.05435340,0.26140425,0.83674765,-0.04905377,0.28829056,0.86082178,-0.06963873,0.30088106,0.90519983,-0.06219965,0.30295464,0.92829686,-0.05031567
2026-07-10T13:42:18.090698+00:00,20260710T134211Z-60af6476,537,pointing,Left,0.989661,0.32221413,0.99397945,0.00000006,0.37491047,0.96246147,-0.02137343,0.41848245,0.91763020,-0.04005668,0.43308413,0.86897480,-0.06055659,0.40382531,0.86262035,-0.08122623,0.38948089,0.78661549,-0.02689325,0.40584451,0.71389395,-0.05257266,0.41751903,0.66302675,-0.06866650,0.42735755,0.61898983,-0.07978833,0.34743270,0.77722788,-0.03238744,0.37402803,0.79809982,-0.07253101,0.37436765,0.87301046,-0.08165506,0.36909792,0.91413486,-0.07913236,0.30836958,0.79332721,-0.03977874,0.33712131,0.82743299,-0.07594839,0.34230942,0.89153612,-0.06840230,0.34129426,0.92572379,-0.05393144,0.27263555,0.82277173,-0.04971952,0.29882133,0.84768993,-0.07051306,0.31115562,0.89289111,-0.06249469,0.31357634,0.91673481,-0.05022445
